Title,Comments
"I have been finding code for this since a very long time, any kind of help or suggestion would be helpful.","I would use an accelerometer module to detect the position and the timers in the Arduino microcontroller.

I have used the mpu-6050 IC which is very simple to use with arduino. You may use the millis function in Arduino for time tracking. 

With these two things I think the code would be fairly not so complicated.

I encourage you to make the code yourself! I seems like fun!"
"I have been finding code for this since a very long time, any kind of help or suggestion would be helpful.",[removed]
Best resource for IoT case studies/use cases/ projects,IOTForAll.com has a bunch of good content on various use cases etc.
Best resource for IoT case studies/use cases/ projects,"Try these:

\- SC Magazine

\- CRN

\-  Wired 

\- Twitter (sounds like a cop-out, but it is a good real-time source of information, especially accounts like -  [https://twitter.com/TheIoT](https://twitter.com/TheIoT), [https://twitter.com/adi1391](https://twitter.com/adi1391), and  [https://twitter.com/Fox0x01](https://twitter.com/Fox0x01)) 

\- HackADay (while not purely IoT related and more geared toward hackers and makers, it has solid relevant content)"
Best resource for IoT case studies/use cases/ projects,"Try these:  
 [https://makerfaire.com/](https://makerfaire.com/)   
 [https://www.hackster.io/](https://www.hackster.io/)   
 [https://www.allaboutcircuits.com/](https://www.allaboutcircuits.com/)   
 [https://www.embedded-computing.com/](https://www.embedded-computing.com/)"
Best resource for IoT case studies/use cases/ projects,Try community forum of Arduino
Best resource for IoT case studies/use cases/ projects,"Check those ones, good stuff! 

[https://www.iot-now.com/news/](https://www.iot-now.com/news/) 

 [https://iottechnews.com/](https://iottechnews.com/) 

 [https://iot.eetimes.com/](https://iot.eetimes.com/) 

 [https://iotbusinessnews.com/](https://iotbusinessnews.com/)"
Introducing a new open source IoT Stack: CroMFlaG2,Very nice
Introducing a new open source IoT Stack: CroMFlaG2,"That's a neat stack but I don't know why anyone wants to host their own stacks, there are multiple cloud providers that make it beyond easy to connect IoT devices and whatever else you need and are completely consumption driven on price."
Challenging schoolproject,"Whack a mole is fun and collecting data via a game seems like a good idea. 
To keep it simple, I would just have some giant LED momentary switch buttons (arcade buttons) (with a picture of a mole printed on a transparency and taped to it!) on it. Example: Red LED Light Lamp 60mm Dia Big Round Arcade Video Game Player Push Button Switch Pack of 5 https://www.amazon.com/dp/B00Z5PHRJM/ref=cm_sw_r_cp_api_i_cf8UEbRC6YSQ3

You could easily use a raspberry pi or Adriuno control lighting up the correct button and measuring how long until the button was pressed. This could then be broadcast via wifi using MQTT/Http which saves the requests. If you want to get a little more fancy, you could include a toy hammer with sensor that could record the pressure/acceleration impact of the hit as well? If you want it more complicated you could have a blue and red hammer and indicate the right hammer to use to make the game even harder. ArtCreativity Giant Squeaky Hammer, Jumbo 15 Inch Kids’ Squeaking Hammer Pounding Toy, Clown, Carnival, and Circus Birthday Party Favors, Best Gift for Boys and Girls Ages 3 Plus https://www.amazon.com/dp/B082LRQPR2/ref=cm_sw_r_cp_api_i_Ph8UEb8W20AKB

Alternative approach - IoT enable this game with a microcontroller... Liberty Imports Classic Mole Whacking Reflex Electronic Arcade Game - Kids Educational Musical Learning Bilingual Toy (White) https://www.amazon.com/dp/B005SSMEP8/ref=cm_sw_r_cp_api_i_Vf8UEb68NBYSP"
"IoT Security, Attacks And The Industrial Systems at Risk",interesting
"i´m doing the proposal for an ""early warning system"" and i was wondering, How can i control a siren using Lorawan?","Multi-tech makes a Linux embedded gateway that we use for some projects. Slap a node-red docker on it and use that or a python script and combine the “server” path and gateway of your drawing into one leg. 

Or you could use one of the TTGO esp 32 Lora devices with micro python to trigger the siren directly without needing the server leg. 

Unless there is some other reason to have a “server” just the sensor and a controller should be all you need for the task. Whatever communication you use between them doesn’t really matter."
Anyone know the name of that casino from 2017?,"The Casino knew they had a problem, as far as I remember they called in Darktrace to figure out how intel was being leaked. Darktrace could tell the story, but not who their client was.

The hacker didn't get financial information, but the list of comped suites to high rollers. Casinos make something like 80% of the profits from a small group, hence why the leak was so damning as they noted high rollers weren't coming back but poached by competitors.

Anyone who drops $1Million over a weekend will expect privacy. Hence the damager was just knowing the information was leaked. High rollers bailed. 

I always enjoyed the humor of having Def Con at Las Vegas. One year the hotel had all information on the rooms tv coax to show what was billed to your room. The catch is was all rooms were listed in plain test. Hey, George ordered $80 room service, Sue spent $20 on a Lesbian flick, Mike...  Next year it was encrypted... hey Geoge spent... reminds time to brush up on PDP11 stuff (you never know)."
Anyone know the name of that casino from 2017?,I dont know the name but is it the one with the hacked sensor in the fish tank
China launches first two communications satellites for IoT project,cool
China launches first two communications satellites for IoT project,initial pilot IoT applications in space! cool.
Which sensors or IoT devices are best for WiFi-tracking?,"Couple of IoT related vendor options that you can look into-  
Apptricity and Digital Matter."
Which sensors or IoT devices are best for WiFi-tracking?,"A WiFi Pineapple (pricey) would do exactly that and then some.

Also a raspberry pi with a WiFi adapter capable of monitor mode running Kali Linux would work as well. Kali comes with a bunch of network tools including Airodump-ng (shows WiFi networks and devices in the area) also any custom python script will be able to run on it."
Which sensors or IoT devices are best for WiFi-tracking?,"Hope this will be helpful to you. **Ambient Weather WS-10-X4,**  **SensorPush**,  **Temp Stick, iHome iSS50 Smart Monitor, Govee Thermometer/Hygrometer, Lacrosse Technology 926-25106-wgb wireless monitor system set.**"
